32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	50	50	50	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	150	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	50	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	50	32767	32767	30	70	100	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	50	32767	30	32767	32767	32767	30	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	70	32767	32767	40	32767	20	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	100	32767	40	32767	50	32767	60	50	32767	32767	100	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	30	32767	50	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	20	32767	32767	32767	32767	32767	50	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	32767	60	32767	32767	32767	32767	32767	32767	60	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	32767	50	32767	32767	32767	32767	30	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	32767	32767	32767	50	32767	30	32767	32767	32767	50	50	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	50	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	32767	100	32767	32767	60	32767	32767	50	32767	50	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	50	32767	50	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	50	32767	32767	32767	32767	50	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	50	32767	50	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	50	32767	32767	50	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	30	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	150	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	50	30	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	32767	
